Blog	The Superficial - Because You're Ugly	Wonkette	Publishing 2.0	Eschaton	Blog Maverick	Mashable!	we make money not art	GigaOM	Joho the Blog	Neil Gaiman's Journal	Signal vs. Noise	lifehack.org	Hot Air	Online Marketing Report	Kotaku	Talking Points Memo: by Joshua Micah Marshall	John Battelle's Searchblog	43 Folders	Daily Kos	Deadspin	Go Fug Yourself	O'Reilly Radar	Andrew Sullivan | The Daily Dish	Lifehacker	Google Operating System	Valleywag	Gizmodo	ScienceBlogs : Combined Feed	Michelle Malkin	SimpleBits	Slashdot	Gothamist	BuzzMachine	Sifry's Alerts	Topix.net Weblog	The Viral Garden	Micro Persuasion	Cool Hunting	SpikedHumor	flagrantdisregard	Search Engine Watch Blog	Joystiq	Download Squad	Captain's Quarters	MAKE Magazine	Engadget	CoolerHeads Prevail	Power Line	Techdirt	Official Google Blog	The Blotter	Treehugger	Crooks and Liars	TMZ.com	Bloggers Blog: Blogging the Blogsphere	Schneier on Security	Search Engine Roundtable	Copyblogger	Think Progress	Scobleizer - Tech Geek Blogger	Shoemoney - Skills to pay the bills	Little Green Footballs	456 Berea Street	Signum sine tinnitu--by Guy Kawasaki	Pharyngula	TechEBlog	Creating Passionate Users	TechCrunch	Wired News: Top Stories	PaulStamatiou.com	Dave Shea's mezzoblue	Steve Pavlina's Personal Development Blog	NewsBusters.org - Exposing Liberal Media Bias	kottke.org	MetaFilter	ongoing	Oilman	Instapundit.com	Joi Ito's Web	A Consuming Experience (full feed)	Matt Cutts: Gadgets, Google, and SEO	The Unofficial Apple Weblog (TUAW)	Joel on Software	Boing Boing	Bloglines | News	Quick Online Tips	PerezHilton.com	Derek Powazek	Jeremy Zawodny's blog	"gapingvoid: ""cartoons drawn on the back of business cards"""	Autoblog	Google Blogoscoped	plasticbag.org	Gawker	Read/WriteWeb	WWdN: In Exile	ProBlogger Blog Tips	Seth's Blog	The Huffington Post | Raw Feed
act	0	2	0	0	5	0	1	0	0	0	1	0	0	0	0	0	0	2	0	3	0	0	1	0	0	2	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	3	0	0	1	2	1	0	0	0	0	0	1	0	1	1	1	0	0	0	4
image	0	0	0	0	2	0	10	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	0	1	0	2	0	3	1	2	2	6	4	0	0	0	2	0	1	0	4
ad	0	3	3	1	2	2	1	0	0	0	0	0	0	0	3	1	2	0	5	0	0	1	0	1	9	3	0	0	0	0	0	0	2	0	1	0	0	1	1	0	2	3	2	0	0	0	2	0	6	0	0	0	0	0	0	0	3	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	4	0	0	2	1	0	6	0	0
am	2	2	1	3	7	0	22	0	0	5	1	0	0	0	4	0	0	0	0	2	0	3	1	4	0	3	0	8	4	1	0	5	2	4	0	4	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	4	1	4	7	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	3	0	0	1	3	3	3	3	2	2	0	1	0	1	2	1	0	1	0	0	4
al	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	4	0	0	2	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	3	3	0	0	2	0	0	0	2	1	1	11	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	1
hours	0	0	0	0	3	0	5	0	0	0	0	2	0	0	1	0	0	1	1	4	0	0	0	0	1	4	3	0	1	0	4	2	0	8	0	1	0	0	0	0	3	2	1	0	1	4	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	5	0	0	1	3	0	1	0	1	0	0	0	1	1	1	0	1	0	0	2	0	0	0	1	3	0	0	0	0	2
action	0	4	0	0	0	0	2	0	0	0	2	0	0	1	1	0	4	1	0	0	0	1	0	0	1	2	3	2	0	0	0	3	0	0	0	1	0	0	1	0	2	4	0	0	0	3	0	0	4	2	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	1	0	1
sense	3	1	0	0	6	0	3	0	2	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0	6	0	0	0	1	0	0	0	0	0	2
information	0	1	1	0	27	0	3	1	0	2	2	1	0	0	1	1	0	0	0	0	0	2	0	2	11	4	2	1	0	0	1	2	0	7	0	1	0	0	0	0	1	0	1	0	0	1	0	0	4	15	0	1	0	0	3	2	1	1	0	0	1	3	2	0	1	3	0	0	0	0	0	0	0	2	0	0	0	0	1	8	0	2	0	1	6	1	0	0	1	0	6	0	0	2	9	0	2	0	3
always	2	0	0	0	10	0	17	0	1	3	3	1	0	1	4	0	0	0	0	7	0	2	3	4	4	6	2	7	1	0	0	5	0	9	0	6	0	1	1	0	0	1	2	0	1	3	0	0	1	5	0	1	0	0	0	0	0	0	0	2	1	0	1	0	3	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	3	3	1	2	2	0	4	1	0	1	0	1	1	5	0	1	1	4
week	1	16	1	0	4	1	4	5	0	0	5	1	0	0	7	0	1	0	5	19	1	6	0	1	0	16	2	1	2	0	1	19	2	6	1	28	2	4	2	1	1	3	3	0	2	1	0	0	2	5	0	3	0	1	2	0	1	2	0	6	1	4	0	1	0	0	0	2	0	2	0	0	1	5	3	3	0	0	1	0	0	2	0	8	5	10	0	0	4	1	6	0	1	8	7	1	5	1	2
number	0	1	0	0	13	0	3	1	0	1	2	0	0	2	0	1	0	1	2	4	0	3	0	1	2	6	0	1	0	0	0	2	1	20	0	2	1	1	3	0	2	2	5	1	1	1	0	0	1	3	0	1	0	0	5	0	0	2	1	1	0	0	2	1	0	0	0	3	0	2	0	0	1	0	0	1	0	0	1	3	2	5	0	2	3	6	0	1	1	0	2	1	1	1	4	0	3	0	0
play	0	2	2	0	18	0	15	0	0	2	1	0	0	0	5	0	0	0	1	6	0	4	1	8	1	3	1	1	0	1	1	5	0	3	0	0	0	0	1	0	0	6	1	0	1	5	0	1	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	3	0	0	1	1	0	1	3	0	0	1	0	0	0	0	3	3	0	0	0	0
plan	1	1	0	5	2	1	4	1	0	0	3	0	1	0	1	0	0	1	0	0	0	2	1	1	2	4	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	6	0	1	0	0	1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	1	3	0	0	0	2
cover	0	3	0	0	4	0	1	0	0	0	0	0	0	1	1	0	4	0	4	1	1	0	0	1	0	2	0	5	0	0	0	3	0	0	0	0	2	0	0	1	0	2	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	1	0	0	0	0	1
set	1	2	0	1	7	0	2	1	0	0	2	2	0	0	1	0	0	1	3	1	0	1	1	5	0	0	2	1	0	3	0	3	0	3	0	1	1	5	0	0	0	3	5	0	1	4	0	1	0	0	0	0	1	3	2	0	0	0	0	0	0	4	0	0	0	1	0	0	0	3	0	0	3	0	0	0	0	0	1	0	1	1	3	2	7	2	1	0	0	0	4	0	2	0	7	1	3	0	1
whole	0	7	0	0	0	0	5	0	0	3	3	1	0	1	0	0	0	0	0	1	0	1	0	1	0	4	0	4	0	1	3	1	1	1	0	1	0	1	0	0	0	2	0	0	4	6	1	0	2	1	0	1	0	0	0	0	0	0	1	1	0	3	2	0	2	0	0	0	0	2	0	0	1	3	0	1	0	0	1	0	0	0	4	2	0	1	0	0	0	0	0	0	6	1	2	0	0	0	0
community	0	0	2	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	3	0	2	0	2	0	0	0	0	1	4	0	0	1	22	2	1	0	1	0	2	1	0	1	1	0	0	1	2	0	2	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1	1	0	0	1	1	0	3	2	0	4	2	0	0	0	4	0	3	0	0	1	1
recent	0	0	1	0	1	0	0	2	0	1	1	0	0	0	0	0	0	2	3	0	0	0	0	1	0	3	0	4	0	0	0	2	0	2	1	0	0	2	1	0	1	1	0	1	1	0	1	0	3	1	0	1	2	0	0	0	0	0	1	1	0	2	1	0	1	1	0	0	0	2	1	0	1	5	1	2	0	0	0	0	0	2	0	0	1	0	2	0	0	0	1	0	0	0	1	0	0	0	2
location	0	0	0	0	0	0	6	0	0	2	2	0	0	2	0	0	0	0	0	0	0	15	0	1	2	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
anything	0	3	0	0	11	0	2	0	0	1	3	0	0	1	2	0	0	0	3	2	0	1	3	3	0	4	1	5	0	1	0	1	0	2	0	1	0	1	0	2	0	0	3	0	1	0	0	0	2	1	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	3	0	1	2	0	0	0	1	0	3	1	0	0	0	0	2	1	0	0	3	1	0	1	0	1	2
link	0	0	0	0	8	0	2	0	0	1	1	0	0	5	5	0	0	0	0	0	0	2	0	4	2	0	4	1	1	0	3	1	1	7	0	4	2	0	0	0	0	1	0	0	115	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	1	0	3	2	0	0	1	34	5	3	0	1	1	1	3	2	0	1	0	0	2	1	1
line	0	5	1	1	2	0	3	0	1	2	0	0	0	0	5	0	0	0	2	3	0	0	0	2	0	1	0	3	0	0	0	3	0	5	0	2	0	4	1	0	0	2	9	1	0	3	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	2	5	0	0	2	0	0	0	0	0	0	2	5	1	0	0	0	0	0	0	0	4	1	0	2	0	0	3	0	2	0	0	3	0	0	0	1	2
code	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	1	1	2	0	0	1	0	0	4	0	1	2	0	1	0	0	0	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	5	0	1	0	0	0	1	0	1	0	0	1	0	3	0	1	0	4	1	1	5	1	1	5	0	0	3	0	0	0	0	2	2	0	4	0	0
results	0	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	5	0	0	2	0	2	25	0	0	0	0	0	0	0	0	7	2	0	2	0	0	0	0	0	0	0	1	1	0	0	0	6	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	1	2	0	0	0	0	11	0	0	0	1	4	0	0	0	3	0	1	4	0	1	3	0	0	0	1
send	1	2	1	1	2	0	2	0	0	2	0	0	0	0	2	0	0	0	1	2	0	0	1	0	10	0	1	0	0	0	0	2	0	4	0	4	0	0	0	0	0	0	1	0	1	1	0	0	2	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	2	0	0	1	0	0	0	0	1	0	1	2	4	0	0	0	0
sent	0	4	1	1	3	0	0	0	0	1	2	0	0	0	7	0	0	0	1	1	0	1	1	0	0	2	1	1	0	0	0	3	1	1	0	1	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	2	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	0	2	0	0	0	0	1	0	1	2	2	0	0	0	2
let	1	5	3	1	3	0	2	0	2	0	8	1	0	1	6	2	0	0	7	7	0	0	0	14	3	3	4	0	0	0	0	5	0	6	1	7	0	0	0	0	0	0	1	0	2	4	0	0	0	4	0	0	0	1	1	0	1	1	0	2	0	0	7	0	0	0	0	3	0	3	0	2	0	1	0	0	0	0	0	0	1	4	2	0	2	1	0	1	2	0	2	0	7	8	1	0	0	0	3
high	0	3	0	0	9	0	3	0	1	5	1	0	1	0	3	0	0	0	2	4	0	1	0	6	0	1	6	1	0	0	0	3	0	4	0	2	0	1	1	0	0	0	5	0	2	4	0	1	1	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	3	0	0	0	0	0	0	0	1	0	2	1	3	0	0	1	0	6	1	2	0	0	0	1	0	2
allow	0	0	1	0	6	1	4	0	1	0	1	0	0	0	1	0	1	0	0	0	0	8	0	4	2	1	0	0	0	0	0	1	0	1	0	2	0	0	0	0	1	0	0	0	1	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
bad	0	4	0	0	8	0	2	0	0	3	3	0	0	0	1	0	0	0	2	2	0	0	0	1	3	4	2	2	0	0	0	5	2	0	0	0	0	0	2	0	0	0	3	0	0	2	1	0	4	1	0	0	0	1	1	0	0	0	0	6	0	1	2	0	0	0	0	0	0	1	1	0	0	2	2	2	1	1	2	0	0	1	1	4	0	2	0	3	7	0	1	1	1	3	1	0	0	0	7
david	2	1	0	2	0	0	2	0	1	0	8	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	2	0	5	0	0	1	0	1	3	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0	0	1	1	11	0	0	0	0	0	0	0	2	1	5	1	0	0	0	0
said	2	16	2	3	22	0	2	0	0	6	4	0	0	0	11	2	0	0	26	10	0	3	4	6	6	8	4	6	1	1	4	12	1	0	0	3	1	0	2	0	1	3	5	0	0	2	0	0	5	1	0	0	3	0	11	0	4	0	3	2	4	45	2	0	0	0	0	0	0	2	0	0	4	2	0	3	0	0	0	5	1	3	2	5	0	0	0	2	2	0	7	0	1	7	4	0	0	1	9
hope	0	1	0	1	6	0	2	0	0	2	1	0	0	0	1	0	0	0	0	2	1	2	1	0	0	2	1	1	0	3	0	3	1	7	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	4	0	0	0	0	2	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	2	3	1	1	0	1	1	0	0	1	0	0	4	0	0	0	0	2
email	0	2	5	0	28	0	2	3	0	6	6	0	0	5	0	0	0	1	1	0	0	1	2	14	3	1	2	1	0	0	0	1	0	2	0	10	0	0	0	0	0	21	23	0	0	42	0	0	1	3	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	2	0	2	1	1	22	2	0	0	7	0	0	0	0	30	0	0	0	6	0	1	1	2
co	0	2	0	0	0	2	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	4	0	1	0	0	1	2	0	0	0	0	0	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	10	2	1	0	2	0	0	0	7
official	0	1	0	0	6	0	1	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	1	2	1	4	6	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	3	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0
above	0	2	0	0	6	0	2	0	0	0	1	0	0	0	3	0	0	0	0	1	0	1	1	2	0	2	1	2	0	0	0	11	0	3	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	2	1	0	3	2	0	0	0	2
security	0	5	0	1	2	0	1	0	3	0	1	0	0	0	0	1	0	1	2	0	0	0	0	3	2	1	0	1	0	0	0	4	0	0	0	0	0	0	1	0	0	1	6	1	0	0	0	0	5	0	0	0	0	0	2	7	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	4	3	3	0	0	9	0	0	0	1	0	0	0	0	0	1
comments	0	0	0	0	24	1	0	1	0	0	1	0	0	4	1	0	0	0	1	4	0	0	1	13	0	7	0	52	1	2	0	1	3	1	0	15	0	0	0	0	0	20	21	0	1	2	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	1	23	1	15	0	1	0	0	2	0	0	0	2	1	1	0	0	0	0	2	21	2	0	1	5	2	0	20	1	30	0	2	0	3	0	1	0	0
together	2	3	0	0	6	0	4	1	0	1	2	0	0	0	3	0	0	1	0	1	1	1	0	1	1	0	1	0	0	1	0	1	0	0	0	2	1	0	0	0	1	3	2	0	1	3	0	0	1	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	1	2	3	0	1	0	1	0	1	0	0	1	0	1	1	1	0	0	2	1	2	2	0	3	0	6	4	0	1	0	0	3
global	1	2	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	2	0	0	1	1	1	0	0	0	18	2	0	3	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	3	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	3	0	1	0	1
flash	1	0	0	0	0	0	1	3	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	1	0	1	0	0	6	0	0	0	0	0	0	0	7	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	2	1	1	0	0	0	0
p	0	2	0	0	6	0	0	0	0	2	1	0	0	1	6	0	0	0	1	6	0	0	1	0	0	2	5	0	2	0	0	1	0	0	0	0	0	0	5	0	0	4	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0
change	0	0	1	6	15	0	2	0	0	0	2	0	0	1	0	0	0	0	5	2	1	1	0	4	4	5	0	10	0	1	2	6	0	1	0	3	0	0	0	1	0	1	1	2	3	0	1	0	1	1	0	4	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	1	1	0	1	2	1	0	0	0	0	1	0	0	2	1	0	4	0	0	0	6
live	1	2	1	0	3	0	3	0	0	1	2	0	0	0	6	0	1	0	0	1	0	2	1	0	3	5	2	0	0	0	0	5	0	6	0	1	0	2	6	0	4	0	3	0	0	0	0	0	1	0	0	0	0	2	1	0	3	0	0	1	1	2	0	0	0	0	0	0	2	4	0	0	0	1	1	1	0	0	1	0	1	1	2	1	0	4	0	2	1	0	2	1	1	1	11	0	0	0	1
means	0	1	0	0	14	0	3	0	0	0	3	3	0	0	1	0	0	0	1	3	0	0	1	1	1	4	1	0	0	0	0	2	0	5	0	5	0	0	0	0	0	2	4	1	0	2	0	0	3	2	0	0	0	0	2	0	0	0	0	4	0	0	1	0	0	1	0	0	0	2	1	0	1	4	0	0	1	0	0	1	0	0	1	0	0	1	0	0	3	0	1	1	0	0	1	1	0	0	3
remember	0	0	0	0	3	0	1	0	0	0	3	0	0	0	0	1	0	0	2	1	0	0	1	0	1	2	3	0	0	0	0	2	0	2	0	1	0	1	0	0	0	0	1	0	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	3	0	2	1	1	0	0	0	0	0	2	0	0	1	2	0	0	0	0	1	0	0	0	3	1	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1
half	0	3	0	0	0	0	4	0	1	3	1	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	3	0	5	0	1	0	1	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	3	0	0	0	0	0	2	0	1	0	2	2	0	0	0	0	3
space	1	0	1	0	2	0	8	1	0	1	1	0	0	0	1	0	0	0	0	1	0	4	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	6	0	5	0	4	2	0	0	7	11	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	5	1	0	0	0	1	0	1	0	0	1	0	0	6	0	2	1	6	0	0	0	0	4	0	1	2	6	0	0	0	0
shows	0	2	0	0	8	0	2	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	1	0	6	4	0	2	0	1	0	1	3	5	0	0	0	1	2	0	2	1	0	0	1	1	0	0	1	0	0	2	0	0	2	0	0	0	3	1	0	0	1	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	1	0	0	1	2	0	0	0	1	1	0	1	1	0	0	1	0	1	0	2
size	0	1	0	0	4	0	0	0	0	0	3	0	0	2	0	0	0	0	0	1	0	2	0	2	1	0	1	1	0	1	0	2	0	8	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	3	0	3	0	1	1	0	0	3	0	0
article	0	4	0	0	5	0	0	1	1	0	3	2	0	2	1	0	0	0	0	0	0	1	1	4	6	2	0	8	0	0	12	5	0	0	0	4	1	0	0	0	2	1	1	0	93	0	0	0	2	0	0	0	0	0	9	3	1	0	1	2	0	1	17	0	2	0	0	0	0	0	0	1	3	13	0	1	0	1	2	4	0	1	1	7	1	0	1	0	2	0	0	0	3	2	4	0	0	0	4
comes	0	0	1	0	10	0	2	1	0	1	1	0	0	0	1	0	0	0	0	2	0	4	0	1	0	2	2	4	0	3	0	2	0	0	0	3	1	2	0	0	0	2	0	0	0	8	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	2	6	1	0	0	0	1	1	0	2	0	1	2	3	0	0	0	2
media	0	6	21	0	26	0	13	1	2	0	0	0	0	0	1	0	1	0	1	1	0	1	1	2	5	11	3	14	1	3	1	1	9	6	2	4	3	0	0	0	1	0	6	0	0	4	0	0	4	1	0	0	6	0	4	0	0	1	0	1	2	6	0	0	0	1	0	2	0	0	0	0	5	0	2	0	0	0	4	0	0	1	1	3	0	2	0	2	0	0	1	0	1	11	11	0	0	1	2
touch	0	0	0	0	0	0	6	1	0	0	3	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0	3	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1
real	0	3	2	1	7	0	14	1	0	2	5	0	0	0	0	0	0	0	6	4	0	9	0	0	1	5	3	1	0	2	0	7	0	9	0	1	1	1	5	0	0	6	2	0	4	44	0	0	3	1	0	1	0	0	1	0	0	0	0	2	0	2	1	0	0	0	0	0	0	2	1	1	0	6	3	6	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	2	4	7	0	0	0	2
read	0	9	0	0	13	0	6	1	0	7	9	1	0	0	2	2	1	1	2	2	0	1	3	5	1	1	3	78	2	0	0	4	1	2	0	5	0	0	1	0	1	16	20	1	47	45	0	0	2	5	0	0	2	20	7	0	0	1	2	5	0	1	22	0	22	0	0	0	1	0	0	1	0	4	1	3	1	0	0	1	0	17	3	1	1	54	2	0	7	0	25	1	2	2	3	1	3	0	3
trying	3	2	1	0	13	0	1	0	0	3	4	0	1	0	0	1	0	1	3	1	1	1	1	3	0	4	0	1	0	0	1	5	0	0	1	2	0	0	1	0	0	1	0	0	1	1	1	0	7	4	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	2	1	0	2	5	0	0	0	0	0	0	0	0	0	3	2	1	0	0	1	1
strong	0	1	1	0	6	0	2	0	0	0	1	0	0	6	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	2	0	3	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
since	0	2	0	0	3	0	4	2	0	3	0	0	0	0	6	0	1	0	3	7	0	1	0	7	3	4	3	3	1	2	2	12	0	8	0	7	0	1	0	2	2	1	4	1	4	7	0	0	3	1	0	1	0	0	0	0	0	1	0	0	1	3	7	0	2	0	0	0	0	4	0	2	0	4	0	3	0	1	0	0	1	0	1	2	1	5	0	3	3	1	5	1	2	3	2	0	0	0	3
put	2	3	1	0	18	0	3	1	1	6	2	0	0	2	1	0	0	0	1	3	0	1	0	4	3	2	2	2	1	1	0	2	1	12	0	8	0	2	0	1	0	0	2	0	3	1	0	0	3	2	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0	1	1	0	2	3	0	0	1	0	1	1	0	1	7	3	0	2	0	2	4	0	3	0	1	2	2	0	1	0	4
pretty	1	4	0	1	7	1	0	1	1	2	3	2	0	0	2	0	0	2	1	8	1	1	1	9	2	5	8	3	0	0	0	6	0	2	1	3	0	0	2	0	0	2	2	0	2	4	2	0	4	0	0	0	0	0	2	0	0	0	0	2	1	1	2	0	1	0	0	0	0	2	0	0	0	3	0	3	0	0	2	1	0	2	4	1	1	0	1	0	5	1	0	0	9	5	2	0	1	1	0
won	2	6	0	1	3	0	1	0	0	4	2	0	0	0	2	0	1	0	5	2	0	1	0	4	4	2	0	0	0	0	0	5	0	1	0	3	0	0	2	0	0	1	2	1	3	4	1	0	4	1	0	0	0	0	3	0	1	0	0	0	1	1	2	0	0	0	0	0	1	0	0	1	0	2	0	2	0	0	0	0	0	0	4	2	0	0	0	0	2	0	4	0	2	2	4	0	0	0	3
else	0	1	0	1	6	0	3	0	0	2	1	0	0	5	5	1	0	0	0	1	1	0	0	1	1	3	0	1	0	0	0	1	0	2	0	2	0	0	0	0	0	0	1	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1	0	0	0	1	1	1	1	0	2	0	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0	2	3	0	0	0	0	2
